6;51;-1 -1 0 -1 -1 -1 -1 -1 
0;51;1 1 1 1 -1 1 -1 1 
3;51;0 1 0 0 0 0 0 0 
5;51;1 1 1 1 1 -1 1 1 
1;51;0 0 0 0 0 0 -1 0 
4;51;-1 0 1 1 0 0 1 1 
2;51;0 0 0 -1 0 0 -1 0 
1;55;0 1 -1 0 -1 0 1 -1 
4;55;1 1 -1 -1 -1 -1 1 -1 
0;55;0 1 0 0 0 0 0 0 
5;55;1 1 1 1 1 1 1 1 
2;55;-1 1 -1 -1 -1 1 -1 -1 
3;55;0 0 0 0 1 0 0 0 
6;55;0 1 1 0 0 0 1 -1 
7;55;0 1 -1 1 1 1 -1 -1 
7;59;0 0 0 -1 0 0 -1 -1 
6;59;0 -1 -1 -1 0 0 -1 -1 
1;59;1 -1 0 -1 1 0 1 0 
0;59;0 1 -1 -1 0 1 0 -1 
5;59;0 1 0 1 0 -1 -1 -1 
2;59;-1 -1 0 -1 -1 -1 -1 -1 
3;59;1 1 -1 -1 -1 1 1 -1 
4;59;1 1 1 1 1 1 1 1 
3;60;0 0 0 0 0 0 0 0 
7;60;0 1 -1 1 -1 -1 0 -1 
0;60;0 1 1 -1 1 -1 1 -1 
6;60;1 1 1 1 1 1 1 1 
5;60;-1 1 -1 -1 1 -1 -1 -1 
1;60;0 1 1 -1 -1 1 -1 -1 
4;60;0 1 1 1 -1 -1 -1 -1 
2;60;0 0 -1 -1 -1 -1 -1 -1 
7;64;0 1 0 0 0 1 1 0 
3;64;0 0 -1 0 0 -1 -1 -1 
1;64;1 1 -1 1 -1 1 -1 -1 
6;64;1 1 1 1 1 1 -1 1 
5;64;0 0 -1 -1 0 -1 -1 -1 
0;64;1 -1 -1 -1 -1 0 1 0 
2;64;0 1 0 0 0 0 0 1 
4;64;1 1 -1 -1 1 1 -1 -1 
2;69;1 1 1 1 1 1 -1 1 
0;69;-1 0 1 1 1 -1 -1 1 
7;69;1 1 1 1 1 1 1 -1 
3;69;0 1 1 1 1 1 -1 -1 
6;69;-1 1 1 -1 1 -1 1 -1 
4;69;-1 -1 1 1 -1 1 -1 -1 
1;69;0 0 0 0 0 0 0 0 
5;69;0 1 1 0 0 0 1 1 
5;71;0 1 0 0 1 1 0 0 
6;71;0 1 1 1 0 1 1 1 
2;71;1 1 -1 1 1 -1 1 -1 
1;71;1 1 1 1 1 -1 1 1 
0;71;0 1 0 1 0 1 1 0 
4;71;1 1 -1 -1 1 -1 -1 1 
3;71;0 1 1 1 -1 0 0 -1 
7;71;0 1 0 0 0 0 1 0 
0;78;1 1 -1 -1 1 1 -1 1 
6;78;-1 -1 -1 -1 -1 -1 0 -1 
5;78;0 1 0 0 0 0 1 1 
3;78;1 1 1 1 -1 -1 -1 -1 
7;78;0 1 0 1 -1 -1 0 -1 
2;78;0 1 0 -1 -1 0 1 -1 
4;78;0 1 0 1 0 0 1 1 
1;78;0 1 0 1 1 0 1 1 
